id,team,No,name,time_played,position,birthdate,height,weight,salary,nth_year,is_youth,nationality,j1_total_num_played,j1_total_scores,j2_total_num_played,j2_total_scores,j3_total_num_played,j3_total_scores,na_total_num_played,na_total_scores,prev3_team,prev2_team,prev1_team,prev3_div,prev2_div,prev1_div,prev3_num_played,prev2_num_played,prev1_num_played,prev3_scores,prev2_scores,prev1_scores,prev3_time_played,prev2_time_played,prev1_time_played
16,C大阪,16.0,水沼　宏太,1901.0,MF,1990-02-22 00:00:00,176.0,72.0,3000,1,,,170.0,21.0,50.0,7.0,9.0,3.0,,,鳥栖,鳥栖,FC東京,1,1,1,32,32,17,4,7,1,2356,2353,570
17,C大阪,17.0,福満　隆貴,5.0,MF,1992-02-22 00:00:00,171.0,63.0,1500,1,,,,,40.0,5.0,35.0,19.0,,,V大分,山口,山口,4,3,2,25,35,40,13,19,5,-,3049,3337
18,C大阪,18.0,清原　翔平,44.0,MF,1987-06-25 00:00:00,165.0,64.0,1600,2,,,,,67.0,16.0,38.0,10.0,,,金沢,金沢,C大阪,3,2,2,32,42,25,9,13,3,2859,3577,1740
20,C大阪,20.0,酒本　憲幸,0.0,MF,1984-09-08 00:00:00,175.0,65.0,2100,15,,,153.0,4.0,126.0,8.0,1.0,0.0,,,C大阪,C大阪,C大阪,1,2,2,25,25,15,0,0,1,2159,1984,561
21,C大阪,21.0,キム　ジンヒョン,2790.0,GK,1987-07-06 00:00:00,192.0,82.0,10000,9,,korea,152.0,0.0,113.0,0.0,,,10.0,0.0,C大阪,C大阪,C大阪,1,2,2,31,24,39,0,0,0,2759,2134,3465
22,C大阪,22.0,マテイ　ヨニッチ,3032.0,DF,1991-01-29 00:00:00,187.0,83.0,7800,1,,croatia,,,,,,,,,CRO,KOR,KOR,9,9,9,18,37,34,4,0,0,-,-,-
23,C大阪,23.0,山下　達也,1906.0,DF,1987-11-07 00:00:00,182.0,73.0,2800,11,,,68.0,4.0,134.0,3.0,,,,,C大阪,C大阪,C大阪,1,2,2,33,42,39,1,2,1,2937,3769,3510
24,C大阪,24.0,山村　和也,2200.0,MF,1989-12-02 00:00:00,186.0,80.0,2000,2,,,63.0,4.0,34.0,6.0,,,1.0,0.0,鹿島,鹿島,C大阪,1,1,2,8,13,34,0,0,6,297,611,2542
42,C大阪,46.0,清武　弘嗣,1289.0,MF,1989-11-12 00:00:00,172.0,66.0,-,4,,,97.0,17.0,,,,,42.0,5.0,GER,GER,SPA,9,9,9,32,21,4,5,5,1,-,-,-
51,FC東京,1.0,大久保　択生,630.0,GK,1989-09-18 00:00:00,190.0,92.0,1500,1,,,,,136.0,0.0,,,,,長崎,長崎,長崎,2,2,2,23,31,42,0,0,0,2070,2790,3711
52,FC東京,2.0,室屋　成,2291.0,DF,1994-04-05 00:00:00,176.0,70.0,800,2,,,12.0,0.0,,,4.0,0.0,,,-,FC東京,FC東京,-,1,1,-,0,12,-,0,0,-,0,1080
53,FC東京,3.0,森重　真人,1484.0,DF,1987-05-21 00:00:00,183.0,79.0,7000,8,,,266.0,23.0,37.0,6.0,,,39.0,2.0,FC東京,FC東京,FC東京,1,1,1,33,32,32,1,7,4,2970,2834,2865
54,FC東京,4.0,吉本　一謙,892.0,DF,1988-04-24 00:00:00,185.0,83.0,1500,10,1.0,,54.0,1.0,46.0,3.0,10.0,0.0,,,FC東京,FC東京,FC東京,1,1,1,25,19,7,0,0,0,2231,1398,378
55,FC東京,5.0,丸山　祐市,2746.0,DF,1989-06-16 00:00:00,182.0,75.0,3000,5,,,57.0,0.0,41.0,2.0,1.0,0.0,2.0,0.0,湘南,FC東京,FC東京,2,1,1,41,20,34,2,0,0,3689,1454,2925
56,FC東京,6.0,太田　宏介,2731.0,DF,1987-07-23 00:00:00,179.0,78.0,6500,5,,,184.0,6.0,32.0,0.0,,,7.0,0.0,FC東京,FC東京・HOL,HOL,1,1,9,34,30,10,1,3,0,3060,2608,-
57,FC東京,7.0,米本　拓司,559.0,MF,1990-12-03 00:00:00,177.0,71.0,3500,9,,,180.0,5.0,1.0,0.0,,,1.0,0.0,FC東京,FC東京,FC東京,1,1,1,33,31,21,2,1,0,2753,2656,1834
58,FC東京,8.0,髙萩　洋次郎,2644.0,MF,1986-08-02 00:00:00,183.0,69.0,6000,1,,,184.0,22.0,86.0,17.0,,,2.0,0.0,広島・AUS,KOR,KOR,1,9,9,32,14,32,3,2,1,2039,-,-
60,FC東京,10.0,梶山　陽平,497.0,MF,1985-09-24 00:00:00,180.0,73.0,3500,13,1.0,,256.0,16.0,34.0,6.0,3.0,0.0,,,FC東京,FC東京,FC東京,1,1,1,7,18,14,0,0,0,214,1481,954
61,FC東京,13.0,大久保　嘉人,2140.0,FW,1982-06-09 00:00:00,170.0,73.0,17000,1,,,371.0,171.0,29.0,18.0,,,60.0,6.0,川崎F,川崎F,川崎F,1,1,1,32,32,33,18,23,15,2879,2868,2849
63,FC東京,15.0,永井　謙佑,1664.0,FW,1989-03-05 00:00:00,178.0,71.0,3500,1,,,164.0,42.0,5.0,0.0,,,6.0,0.0,名古屋,名古屋,名古屋,1,1,1,28,31,31,12,10,7,2088,2731,2696
64,FC東京,16.0,ネイサン　バーンズ,0.0,FW,1988-05-07 00:00:00,173.0,70.0,7000,3,,australia,26.0,3.0,,,3.0,0.0,23.0,3.0,AUS,FC東京,FC東京,9,1,1,24,10,16,13,2,1,-,557,818
65,FC東京,17.0,河野　広貴,396.0,MF,1990-03-30 00:00:00,168.0,65.0,2500,6,,,111.0,15.0,97.0,17.0,,,,,FC東京,FC東京,FC東京,1,1,1,30,22,29,6,1,5,1810,1311,1688
66,FC東京,18.0,石川　直宏,57.0,MF,1981-05-12 00:00:00,175.0,70.0,3500,16,,,289.0,49.0,23.0,3.0,2.0,0.0,6.0,0.0,FC東京,FC東京,FC東京,1,1,1,3,10,0,0,1,0,61,570,0
68,FC東京,20.0,前田　遼一,1160.0,FW,1981-10-09 00:00:00,183.0,78.0,5000,3,,,385.0,152.0,37.0,17.0,,,33.0,10.0,磐田,FC東京,FC東京,2,1,1,37,30,29,17,9,6,3233,2209,2050
69,FC東京,21.0,ユ　インス,180.0,MF,1994-12-28 00:00:00,178.0,71.0,480,2,,korea,5.0,1.0,,,26.0,11.0,,,-,-,FC東京,-,-,1,-,-,5,-,-,1,-,-,84
70,FC東京,22.0,徳永　悠平,1722.0,DF,1983-09-25 00:00:00,180.0,76.0,5000,12,,,335.0,4.0,37.0,3.0,,,9.0,0.0,FC東京,FC東京,FC東京,1,1,1,34,33,30,0,0,0,2992,2917,2533
71,FC東京,23.0,中島　翔哉,1055.0,MF,1994-08-23 00:00:00,164.0,64.0,2000,4,,,30.0,4.0,57.0,8.0,10.0,0.0,,,富山・FC東京,FC東京,FC東京,2,1,1,33,13,12,2,1,3,2600,401,765
73,FC東京,25.0,小川　諒也,255.0,DF,1996-11-24 00:00:00,183.0,78.0,700,3,,,18.0,0.0,,,15.0,0.0,,,-,FC東京,FC東京,-,1,1,-,0,18,-,0,0,-,0,1614
74,FC東京,26.0,柳　貴博,315.0,DF,1997-08-05 00:00:00,185.0,80.0,480,2,1.0,,0.0,0.0,,,24.0,0.0,,,-,-,FC東京,-,-,1,-,-,0,-,-,0,-,-,0
75,FC東京,27.0,田邉　草民,365.0,MF,1990-04-06 00:00:00,175.0,68.0,1200,8,,,54.0,4.0,31.0,5.0,3.0,2.0,,,SPA,FC東京,FC東京,9,1,1,35,0,24,1,0,1,-,0,1568
78,FC東京,30.0,廣末　陸,0.0,GK,1998-07-06 00:00:00,183.0,82.0,380,1,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
82,FC東京,33.0,林　彰洋,2430.0,GK,1987-05-07 00:00:00,195.0,93.0,7000,1,,,144.0,0.0,,,,,,,鳥栖,鳥栖,鳥栖,1,1,1,34,23,34,0,0,0,3060,2070,3060
85,FC東京,36.0,山田　将之,181.0,DF,1994-10-01 00:00:00,186.0,80.0,480,1,,,0.0,0.0,,,7.0,0.0,,,-,-,FC東京,-,-,1,-,-,0,-,-,0,-,-,0
86,FC東京,37.0,橋本　拳人,2225.0,MF,1993-08-16 00:00:00,183.0,76.0,1100,5,1.0,,41.0,5.0,60.0,0.0,3.0,0.0,,,熊本,FC東京,FC東京,2,1,1,39,13,28,0,1,4,3245,660,1956
87,FC東京,38.0,東　慶悟,2207.0,MF,1990-07-20 00:00:00,178.0,72.0,3200,5,,,184.0,20.0,29.0,6.0,,,,,FC東京,FC東京,FC東京,1,1,1,23,25,28,1,4,2,1413,1671,2138
93,FC東京,44.0,阿部　拓馬,468.0,FW,1987-12-05 00:00:00,171.0,72.0,2200,2,,,55.0,7.0,93.0,37.0,1.0,0.0,,,甲府,甲府,FC東京,1,1,1,14,30,11,1,5,1,933,2544,925
104,G大阪,1.0,東口　順昭,2970.0,GK,1986-05-12 00:00:00,184.0,78.0,7000,4,,,186.0,0.0,,,,,2.0,0.0,G大阪,G大阪,G大阪,1,1,1,34,34,34,0,0,0,3060,3029,3060
105,G大阪,2.0,三浦　弦太,3060.0,DF,1995-03-01 00:00:00,183.0,77.0,2000,1,,,16.0,0.0,29.0,0.0,11.0,1.0,,,清水,清水,清水,1,1,2,7,7,29,0,0,0,452,603,2478
108,G大阪,3.0,ファビオ,1906.0,DF,1989-02-28 00:00:00,186.0,78.0,4000,1,,brazil,58.0,8.0,,,,,,,横浜FM,横浜FM,横浜FM,1,1,1,11,33,23,0,4,3,733,2895,1995
111,G大阪,4.0,藤春　廣輝,2900.0,DF,1988-11-28 00:00:00,175.0,60.0,4000,7,,,131.0,4.0,42.0,4.0,,,3.0,0.0,G大阪,G大阪,G大阪,1,1,1,25,32,29,0,0,2,1950,2800,2486
112,G大阪,5.0,丹羽　大輝,128.0,DF,1986-01-16 00:00:00,181.0,74.0,4300,9,1.0,,131.0,2.0,149.0,6.0,,,2.0,0.0,G大阪,G大阪,G大阪,1,1,1,25,34,28,2,0,0,2065,3060,2462
113,G大阪,6.0,金　正也,1050.0,DF,1988-05-17 00:00:00,183.0,74.0,2000,6,,,63.0,3.0,,,1.0,0.0,,,G大阪,G大阪,G大阪,1,1,1,4,13,28,0,0,3,213,737,2404
114,G大阪,7.0,遠藤　保仁,2283.0,MF,1980-01-28 00:00:00,178.0,75.0,14500,17,,,537.0,100.0,33.0,5.0,,,152.0,15.0,G大阪,G大阪,G大阪,1,1,1,34,34,34,6,5,2,3053,3031,2872
115,G大阪,8.0,井手口　陽介,2585.0,MF,1996-08-23 00:00:00,171.0,71.0,2000,4,1.0,,30.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,G大阪,G大阪,G大阪,1,1,1,0,8,22,0,0,4,0,298,1490
116,G大阪,9.0,アデミウソン,1360.0,FW,1994-01-09 00:00:00,176.0,74.0,9000,2,,brazil,62.0,17.0,,,,,,,BRA,横浜FM,G大阪,9,1,1,15,33,29,1,8,9,-,2820,1942
117,G大阪,10.0,倉田　秋,2921.0,MF,1988-11-26 00:00:00,172.0,68.0,4500,9,1.0,,181.0,30.0,57.0,16.0,,,1.0,0.0,G大阪,G大阪,G大阪,1,1,1,30,31,34,6,5,2,1726,2193,2201
119,G大阪,13.0,呉屋　大翔,193.0,FW,1994-01-02 00:00:00,177.0,68.0,600,2,,,14.0,1.0,,,11.0,7.0,,,-,-,G大阪,-,-,1,-,-,14,-,-,1,-,-,337
120,G大阪,14.0,米倉　恒貴,255.0,DF,1988-05-17 00:00:00,176.0,71.0,3000,4,,,100.0,4.0,109.0,20.0,,,2.0,0.0,G大阪,G大阪,G大阪,1,1,1,21,31,21,1,2,1,1532,2454,1694
121,G大阪,15.0,今野　泰幸,2010.0,MF,1983-01-25 00:00:00,178.0,73.0,10000,6,,,390.0,43.0,91.0,7.0,,,87.0,2.0,G大阪,G大阪,G大阪,1,1,1,33,31,33,2,3,4,2766,2615,2721
123,G大阪,18.0,藤ヶ谷　陽介,73.0,GK,1981-02-13 00:00:00,185.0,82.0,1100,12,,,222.0,0.0,130.0,0.0,4.0,0.0,,,磐田,G大阪,G大阪,2,1,1,8,1,0,0,0,0,675,31,0
125,G大阪,20.0,長沢　駿,2424.0,FW,1988-08-25 00:00:00,192.0,82.0,2000,3,,,56.0,16.0,79.0,12.0,1.0,0.0,,,清水,清水・G大阪,G大阪,1,1,1,10,18,21,4,3,9,623,929,1152
126,G大阪,22.0,オ　ジェソク,2213.0,DF,1990-01-04 00:00:00,178.0,74.0,3500,5,,korea,52.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,G大阪,G大阪,G大阪,1,1,1,24,10,18,0,0,0,2114,645,1522
128,G大阪,24.0,井出　遥也,69.0,MF,1994-03-25 00:00:00,171.0,66.0,1300,1,,,,,99.0,15.0,1.0,0.0,,,千葉,千葉,千葉,2,2,2,32,31,35,4,6,5,2037,1863,2227
129,G大阪,25.0,藤本　淳吾,804.0,MF,1984-03-24 00:00:00,173.0,69.0,6000,2,,,291.0,51.0,,,4.0,2.0,13.0,1.0,横浜FM,横浜FM,G大阪,1,1,1,26,19,13,3,3,0,1803,1256,408
139,G大阪,35.0,初瀬　亮,1132.0,DF,1997-07-10 00:00:00,180.0,70.0,480,2,1.0,,5.0,0.0,,,15.0,0.0,,,-,G大阪,G大阪,-,1,1,-,0,5,-,0,0,-,0,287
140,G大阪,36.0,市丸　瑞希,76.0,MF,1997-05-08 00:00:00,174.0,66.0,480,2,1.0,,0.0,0.0,,,21.0,0.0,,,G大阪,G大阪,G大阪,1,1,1,0,0,0,0,0,0,0,0,0
142,G大阪,38.0,堂安　律,547.0,MF,1998-06-16 00:00:00,172.0,70.0,480,2,1.0,,5.0,0.0,,,21.0,10.0,,,-,G大阪,G大阪,-,1,1,-,2,3,-,0,0,-,46,25
143,G大阪,39.0,泉澤　仁,746.0,MF,1991-12-17 00:00:00,165.0,63.0,1800,1,,,46.0,3.0,41.0,7.0,,,,,大宮,大宮,大宮,1,2,1,16,41,30,0,7,3,906,3004,2022
159,浦和,1.0,西川　周作,3060.0,GK,1986-06-18 00:00:00,183.0,81.0,9000,4,,,355.0,0.0,,,,,31.0,0.0,浦和,浦和,浦和,1,1,1,34,34,34,0,0,0,3060,3060,3060
162,浦和,3.0,宇賀神　友弥,1664.0,MF,1988-03-23 00:00:00,172.0,71.0,5300,8,1.0,,183.0,12.0,,,,,,,浦和,浦和,浦和,1,1,1,31,31,26,3,1,3,2646,2654,2103
163,浦和,4.0,那須　大亮,386.0,DF,1981-10-10 00:00:00,180.0,77.0,3200,5,,,382.0,29.0,,,,,,,浦和,浦和,浦和,1,1,1,32,30,14,3,2,1,2803,2664,1142
164,浦和,5.0,槙野　智章,2732.0,DF,1987-05-11 00:00:00,182.0,77.0,8500,6,,,246.0,35.0,41.0,7.0,,,24.0,2.0,浦和,浦和,浦和,1,1,1,31,33,29,4,3,3,2745,2970,2542
165,浦和,6.0,遠藤　航,2690.0,DF,1993-02-09 00:00:00,178.0,75.0,3500,2,,,81.0,8.0,104.0,15.0,,,7.0,0.0,湘南,湘南,浦和,2,1,1,38,31,27,7,4,0,3364,2745,2304
166,浦和,7.0,梅崎　司,355.0,MF,1987-02-23 00:00:00,169.0,67.0,5000,10,,,237.0,30.0,,,,,1.0,0.0,浦和,浦和,浦和,1,1,1,33,31,19,4,8,1,1947,1743,695
167,浦和,8.0,ラファエル　シルバ,1770.0,FW,1992-04-04 00:00:00,179.0,73.0,8000,1,,brazil,47.0,19.0,,,,,,,新潟,新潟,新潟,1,1,1,7,17,23,1,7,11,315,1307,1688
168,浦和,9.0,武藤　雄樹,2276.0,FW,1988-11-07 00:00:00,170.0,68.0,4500,3,,,136.0,31.0,,,,,2.0,2.0,仙台,浦和,浦和,1,1,1,30,32,34,4,13,12,1720,2588,2628
169,浦和,10.0,柏木　陽介,2136.0,MF,1987-12-15 00:00:00,176.0,73.0,8300,8,,,309.0,50.0,31.0,4.0,,,11.0,0.0,浦和,浦和,浦和,1,1,1,33,33,33,3,5,5,2882,2834,2712
170,浦和,13.0,高木　俊幸,591.0,FW,1991-05-25 00:00:00,170.0,64.0,2500,3,,,155.0,24.0,30.0,6.0,,,,,清水,浦和,浦和,1,1,1,31,21,14,3,2,2,1912,881,829
171,浦和,14.0,平川　忠亮,180.0,DF,1979-05-01 00:00:00,172.0,72.0,2800,16,,,330.0,9.0,,,,,,,浦和,浦和,浦和,1,1,1,25,8,0,1,0,0,1735,312,0
172,浦和,15.0,長澤　和輝,445.0,MF,1991-12-16 00:00:00,172.0,68.0,2000,1,,,,,41.0,4.0,,,,,GER,GER,千葉,9,9,2,10,1,41,0,0,4,-,-,3281
173,浦和,16.0,青木　拓矢,1244.0,MF,1989-09-16 00:00:00,179.0,77.0,2800,4,,,194.0,12.0,,,,,,,浦和,浦和,浦和,1,1,1,21,22,24,0,1,0,986,517,565
174,浦和,17.0,田村　友,0.0,DF,1992-11-22 00:00:00,186.0,89.0,1200,1,,,16.0,0.0,18.0,0.0,,,,,福岡,福岡,福岡,2,2,2,0,18,16,0,0,0,0,1607,1327
175,浦和,18.0,駒井　善成,1163.0,MF,1992-06-06 00:00:00,168.0,64.0,2400,2,,,23.0,0.0,171.0,15.0,,,,,京都,京都,浦和,2,2,1,40,35,23,1,3,0,3192,3129,1144
176,浦和,19.0,オナイウ　阿道,6.0,FW,1995-11-08 00:00:00,180.0,75.0,1200,1,,,,,62.0,10.0,2.0,0.0,,,千葉,千葉,千葉,2,2,2,6,33,23,1,3,6,220,1023,543
177,浦和,20.0,李　忠成,701.0,FW,1985-12-19 00:00:00,182.0,77.0,5500,4,,,250.0,64.0,31.0,8.0,,,11.0,2.0,浦和,浦和,浦和,1,1,1,34,24,32,6,2,10,1914,792,2137
178,浦和,21.0,ズラタン,624.0,FW,1983-12-15 00:00:00,186.0,80.0,8000,3,,slovenia,126.0,29.0,,,,,48.0,6.0,大宮,浦和,浦和,1,1,1,32,29,26,7,8,4,2718,1296,799
179,浦和,22.0,阿部　勇樹,2950.0,MF,1981-09-06 00:00:00,178.0,77.0,10000,10,,,503.0,68.0,,,,,53.0,3.0,浦和,浦和,浦和,1,1,1,34,34,34,4,3,1,3060,3060,3060
180,浦和,23.0,岩舘　直,0.0,GK,1988-08-17 00:00:00,183.0,78.0,650,4,,,0.0,0.0,0.0,0.0,,,,,水戸・浦和,浦和,浦和,2,1,1,0,0,0,0,0,0,0,0,0
181,浦和,24.0,関根　貴大,1727.0,MF,1995-04-19 00:00:00,167.0,61.0,2500,4,1.0,,85.0,10.0,,,,,,,浦和,浦和,浦和,1,1,1,21,32,32,2,6,2,550,2465,2465
182,浦和,25.0,榎本　哲也,0.0,GK,1983-05-02 00:00:00,180.0,76.0,2800,1,,,238.0,0.0,,,,,,,横浜FM,横浜FM,横浜FM,1,1,1,34,9,23,0,0,0,3060,810,2025
183,浦和,26.0,伊藤　涼太郎,0.0,MF,1998-02-06 00:00:00,174.0,66.0,400,2,,,1.0,0.0,,,,,,,-,-,浦和,-,-,1,-,-,1,-,-,0,-,-,17
185,浦和,30.0,興梠　慎三,2872.0,FW,1986-07-31 00:00:00,175.0,72.0,8500,5,,,312.0,100.0,,,,,16.0,0.0,浦和,浦和,浦和,1,1,1,31,26,30,12,12,14,2478,2003,2264
187,浦和,38.0,菊池　大介,486.0,MF,1991-04-12 00:00:00,172.0,68.0,2900,1,,,96.0,8.0,162.0,24.0,,,,,湘南,湘南,湘南,2,1,1,41,34,32,8,3,3,3374,2939,2763
188,浦和,39.0,矢島　慎也,591.0,MF,1994-01-18 00:00:00,171.0,67.0,2000,4,1.0,,12.0,1.0,72.0,13.0,3.0,1.0,,,浦和,岡山,岡山,1,2,2,0,37,35,0,8,5,0,2709,3101
189,浦和,46.0,森脇　良太,2140.0,DF,1986-04-06 00:00:00,177.0,75.0,5500,5,,,249.0,17.0,100.0,9.0,,,3.0,0.0,浦和,浦和,浦和,1,1,1,33,30,33,3,2,1,2938,2610,2910
194,横浜FM,2.0,パク　ジョンス,668.0,DF,1994-04-12 00:00:00,188.0,76.0,550,2,,korea,13.0,1.0,,,,,,,-,-,横浜FM,-,-,1,-,-,13,-,-,1,-,-,1089
195,横浜FM,4.0,栗原　勇蔵,238.0,DF,1983-09-18 00:00:00,184.0,80.0,4000,16,1.0,,305.0,16.0,,,,,20.0,3.0,横浜FM,横浜FM,横浜FM,1,1,1,29,11,12,3,0,1,2597,585,649
196,横浜FM,5.0,喜田　拓也,1852.0,MF,1994-08-23 00:00:00,170.0,64.0,1200,5,1.0,,53.0,1.0,,,10.0,1.0,,,横浜FM,横浜FM,横浜FM,1,1,1,2,24,27,0,0,1,46,1881,2232
197,横浜FM,6.0,扇原　貴宏,1740.0,MF,1991-10-05 00:00:00,185.0,74.0,2800,1,,,104.0,8.0,37.0,2.0,,,1.0,0.0,C大阪,C大阪,C大阪・名古屋,1,2,2,31,33,6,0,2,0,2198,2844,314
198,横浜FM,7.0,ウーゴ　ヴィエイラ,1726.0,FW,1988-07-25 00:00:00,178.0,73.0,6500,1,,portugal,,,,,,,,,POR・RUS,SRB,SRB,9,9,9,20,33,10,3,20,7,-,-,-
199,横浜FM,8.0,中町　公祐,1474.0,MF,1985-09-01 00:00:00,174.0,74.0,3300,6,,,145.0,12.0,101.0,12.0,,,,,横浜FM,横浜FM,横浜FM,1,1,1,23,14,31,0,2,6,1475,957,2642
200,横浜FM,10.0,齋藤　学,2213.0,MF,1990-04-04 00:00:00,169.0,66.0,4500,8,1.0,,176.0,31.0,36.0,14.0,,,6.0,1.0,横浜FM,横浜FM,横浜FM,1,1,1,31,32,33,4,7,10,2257,2793,2844
201,横浜FM,13.0,金井　貢史,1722.0,DF,1990-02-05 00:00:00,175.0,70.0,1200,7,1.0,,98.0,3.0,35.0,5.0,,,,,鳥栖,千葉,横浜FM,1,2,1,7,35,17,0,5,0,157,2695,1385
202,横浜FM,14.0,天野　純,2939.0,MF,1991-07-19 00:00:00,175.0,67.0,650,4,1.0,,17.0,0.0,,,,,,,横浜FM,横浜FM,横浜FM,1,1,1,0,6,11,0,0,0,0,169,708
203,横浜FM,15.0,新井　一耀,217.0,DF,1993-11-08 00:00:00,186.0,78.0,480,2,,,5.0,0.0,,,,,,,-,横浜FM,横浜FM,-,1,1,-,0,5,-,0,0,-,0,315
204,横浜FM,16.0,伊藤　翔,834.0,FW,1988-07-24 00:00:00,184.0,76.0,3000,4,,,142.0,27.0,,,,,,,横浜FM,横浜FM,横浜FM,1,1,1,32,29,32,8,6,5,2416,1635,1311
205,横浜FM,17.0,富樫　敬真,563.0,FW,1993-08-10 00:00:00,178.0,75.0,1000,2,,,22.0,6.0,,,,,,,-,横浜FM,横浜FM,-,1,1,-,4,18,-,1,5,-,59,868
206,横浜FM,18.0,遠藤　渓太,467.0,MF,1997-11-22 00:00:00,175.0,66.0,800,2,1.0,,23.0,0.0,,,,,,,-,-,横浜FM,-,-,1,-,-,23,-,-,0,-,-,954
207,横浜FM,19.0,仲川　輝人,0.0,FW,1992-07-27 00:00:00,161.0,57.0,700,3,,,6.0,0.0,12.0,3.0,,,,,-,横浜FM,横浜FM・町田,-,1,2,-,2,16,-,0,3,-,26,1153
208,横浜FM,20.0,マルティノス,2375.0,MF,1991-03-07 00:00:00,183.0,70.0,4800,2,,curacao・netherlands,24.0,4.0,,,,,3.0,1.0,ROU,ROU,横浜FM,9,9,1,30,21,24,3,4,4,-,-,1691
210,横浜FM,22.0,中澤　佑二,3060.0,DF,1978-02-25 00:00:00,187.0,78.0,8300,16,,,537.0,34.0,,,,,110.0,17.0,横浜FM,横浜FM,横浜FM,1,1,1,34,34,34,2,0,3,3060,3060,3060
211,横浜FM,23.0,下平　匠,367.0,DF,1988-10-06 00:00:00,175.0,67.0,2500,4,,,213.0,6.0,,,,,,,横浜FM,横浜FM,横浜FM,1,1,1,28,34,15,2,1,1,2494,3060,1305
212,横浜FM,24.0,山中　亮輔,1746.0,DF,1993-04-20 00:00:00,171.0,65.0,900,1,,,35.0,1.0,23.0,3.0,4.0,0.0,,,千葉,柏,柏,2,1,1,23,11,13,3,0,1,875,318,553
213,横浜FM,25.0,前田　直輝,898.0,FW,1994-11-17 00:00:00,177.0,72.0,1500,2,,,44.0,5.0,48.0,4.0,2.0,0.0,,,東京V,松本,横浜FM,2,1,1,26,31,13,3,3,2,1483,1685,649
214,横浜FM,26.0,中島　賢星,0.0,MF,1996-09-23 00:00:00,180.0,73.0,480,3,,,0.0,0.0,,,15.0,1.0,,,-,横浜FM,横浜FM,-,1,1,-,0,0,-,0,0,-,0,0
215,横浜FM,27.0,松原　健,1951.0,DF,1993-02-16 00:00:00,180.0,77.0,1000,1,,,56.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,新潟,新潟,新潟,1,1,1,31,0,17,0,0,0,2679,0,1292
216,横浜FM,28.0,高野　遼,0.0,DF,1994-11-13 00:00:00,171.0,68.0,480,1,,,0.0,0.0,,,,,,,-,湘南,横浜FM,-,1,1,-,0,0,-,0,0,-,0,0
